Loyalty Number,Year,Month,Flights Booked,Flights with Companions,Total Flights,Distance,Points Accumulated,Points Redeemed,Dollar Cost Points Redeemed
949628,2017,3,0,0,0,0,0.0,0,0
949628,2017,3,0,0,0,0,0.0,0,0
950304,2017,3,0,0,0,0,0.0,0,0
950304,2017,3,0,0,0,0,0.0,0,0
950980,2017,3,0,0,0,0,0.0,0,0
950980,2017,3,0,0,0,0,0.0,0,0
951353,2017,3,0,0,0,0,0.0,0,0
951353,2017,3,0,0,0,0,0.0,0,0
958491,2017,3,0,0,0,0,0.0,0,0
958491,2017,3,0,0,0,0,0.0,0,0
960050,2017,3,0,0,0,0,0.0,0,0
960050,2017,3,0,0,0,0,0.0,0,0
979115,2017,3,0,0,0,0,0.0,0,0
979115,2017,3,0,0,0,0,0.0,0,0
981508,2017,3,0,0,0,0,0.0,0,0
981508,2017,3,0,0,0,0,0.0,0,0
206050,2017,4,0,0,0,0,0.0,0,0
206050,2017,4,0,0,0,0,0.0,0,0
206050,2017,5,0,0,0,0,0.0,0,0
206050,2017,5,0,0,0,0,0.0,0,0
206050,2017,6,0,0,0,0,0.0,0,0
206050,2017,6,0,0,0,0,0.0,0,0
206050,2017,7,0,0,0,0,0.0,0,0
206050,2017,7,0,0,0,0,0.0,0,0
206050,2017,8,0,0,0,0,0.0,0,0
989528,2017,3,0,0,0,0,0.0,0,0
989528,2017,3,0,0,0,0,0.0,0,0
990512,2017,3,0,0,0,0,0.0,0,0
990512,2017,3,0,0,0,0,0.0,0,0
206050,2017,8,0,0,0,0,0.0,0,0
206050,2017,9,0,0,0,0,0.0,0,0
206050,2017,9,0,0,0,0,0.0,0,0
206050,2017,10,0,0,0,0,0.0,0,0
206050,2017,10,0,0,0,0,0.0,0,0
206050,2017,11,0,0,0,0,0.0,0,0
206050,2017,11,0,0,0,0,0.0,0,0
206050,2017,12,0,0,0,0,0.0,0,0
206050,2017,12,0,0,0,0,0.0,0,0
206050,2018,1,0,0,0,0,0.0,0,0
206050,2018,1,0,0,0,0,0.0,0,0
206050,2018,2,0,0,0,0,0.0,0,0
206050,2018,2,0,0,0,0,0.0,0,0
206050,2018,3,0,0,0,0,0.0,0,0
206050,2018,3,0,0,0,0,0.0,0,0
206050,2018,4,0,0,0,0,0.0,0,0
206050,2018,4,0,0,0,0,0.0,0,0
206050,2018,5,0,0,0,0,0.0,0,0
206050,2018,5,0,0,0,0,0.0,0,0
206050,2018,6,0,0,0,0,0.0,0,0
206050,2018,6,0,0,0,0,0.0,0,0
206050,2018,7,0,0,0,0,0.0,0,0
206050,2018,7,0,0,0,0,0.0,0,0
206050,2018,8,0,0,0,0,0.0,0,0
206050,2018,8,0,0,0,0,0.0,0,0
206050,2018,9,0,0,0,0,0.0,0,0
206050,2018,9,0,0,0,0,0.0,0,0
206050,2018,10,0,0,0,0,0.0,0,0
206050,2018,10,0,0,0,0,0.0,0,0
206050,2018,11,0,0,0,0,0.0,0,0
206050,2018,11,0,0,0,0,0.0,0,0
206050,2018,12,0,0,0,0,0.0,0,0
206050,2018,12,0,0,0,0,0.0,0,0
112142,2017,4,0,0,0,0,0.0,0,0
112142,2017,4,0,0,0,0,0.0,0,0
114414,2017,4,0,0,0,0,0.0,0,0
114414,2017,4,0,0,0,0,0.0,0,0
126100,2017,4,0,0,0,0,0.0,0,0
126100,2017,4,0,0,0,0,0.0,0,0
130331,2017,4,0,0,0,0,0.0,0,0
130331,2017,4,0,0,0,0,0.0,0,0
156031,2017,4,0,0,0,0,0.0,0,0
156031,2017,4,0,0,0,0,0.0,0,0
208241,2017,4,0,0,0,0,0.0,0,0
208241,2017,4,0,0,0,0,0.0,0,0
224676,2017,4,0,0,0,0,0.0,0,0
224676,2017,4,0,0,0,0,0.0,0,0
243741,2017,4,0,0,0,0,0.0,0,0
243741,2017,4,0,0,0,0,0.0,0,0
263267,2017,4,0,0,0,0,0.0,0,0
263267,2017,4,0,0,0,0,0.0,0,0
304600,2017,4,0,0,0,0,0.0,0,0
304600,2017,4,0,0,0,0,0.0,0,0
308480,2017,4,0,0,0,0,0.0,0,0
308480,2017,4,0,0,0,0,0.0,0,0
322169,2017,4,0,0,0,0,0.0,0,0
322169,2017,4,0,0,0,0,0.0,0,0
342569,2017,4,0,0,0,0,0.0,0,0
342569,2017,4,0,0,0,0,0.0,0,0
351937,2017,4,0,0,0,0,0.0,0,0
351937,2017,4,0,0,0,0,0.0,0,0
354438,2017,4,0,0,0,0,0.0,0,0
354438,2017,4,0,0,0,0,0.0,0,0
357901,2017,4,0,0,0,0,0.0,0,0
357901,2017,4,0,0,0,0,0.0,0,0
361680,2017,4,0,0,0,0,0.0,0,0
361680,2017,4,0,0,0,0,0.0,0,0
369638,2017,4,0,0,0,0,0.0,0,0
369638,2017,4,0,0,0,0,0.0,0,0
373638,2017,4,0,0,0,0,0.0,0,0
373638,2017,4,0,0,0,0,0.0,0,0
402697,2017,4,0,0,0,0,0.0,0,0
402697,2017,4,0,0,0,0,0.0,0,0
403529,2017,4,0,0,0,0,0.0,0,0
403529,2017,4,0,0,0,0,0.0,0,0
407404,2017,4,0,0,0,0,0.0,0,0
407404,2017,4,0,0,0,0,0.0,0,0
411030,2017,4,0,0,0,0,0.0,0,0
411030,2017,4,0,0,0,0,0.0,0,0
455758,2017,4,0,0,0,0,0.0,0,0
455758,2017,4,0,0,0,0,0.0,0,0
460272,2017,4,0,0,0,0,0.0,0,0
460272,2017,4,0,0,0,0,0.0,0,0
464256,2017,4,0,0,0,0,0.0,0,0
464256,2017,4,0,0,0,0,0.0,0,0
467894,2017,4,0,0,0,0,0.0,0,0
467894,2017,4,0,0,0,0,0.0,0,0
470998,2017,4,0,0,0,0,0.0,0,0
470998,2017,4,0,0,0,0,0.0,0,0
474305,2017,4,0,0,0,0,0.0,0,0
474305,2017,4,0,0,0,0,0.0,0,0
486860,2017,4,0,0,0,0,0.0,0,0
486860,2017,4,0,0,0,0,0.0,0,0
488224,2017,4,0,0,0,0,0.0,0,0
488224,2017,4,0,0,0,0,0.0,0,0
497476,2017,4,0,0,0,0,0.0,0,0
497476,2017,4,0,0,0,0,0.0,0,0
536021,2017,4,0,0,0,0,0.0,0,0
536021,2017,4,0,0,0,0,0.0,0,0
546259,2017,4,0,0,0,0,0.0,0,0
546259,2017,4,0,0,0,0,0.0,0,0
547522,2017,4,0,0,0,0,0.0,0,0
547522,2017,4,0,0,0,0,0.0,0,0
577232,2017,4,0,0,0,0,0.0,0,0
577232,2017,4,0,0,0,0,0.0,0,0
584782,2017,4,0,0,0,0,0.0,0,0
584782,2017,4,0,0,0,0,0.0,0,0
584833,2017,4,0,0,0,0,0.0,0,0
584833,2017,4,0,0,0,0,0.0,0,0
593252,2017,4,0,0,0,0,0.0,0,0
593252,2017,4,0,0,0,0,0.0,0,0
601131,2017,4,0,0,0,0,0.0,0,0
601131,2017,4,0,0,0,0,0.0,0,0
615561,2017,4,0,0,0,0,0.0,0,0
615561,2017,4,0,0,0,0,0.0,0,0
622975,2017,4,0,0,0,0,0.0,0,0
622975,2017,4,0,0,0,0,0.0,0,0
646756,2017,4,0,0,0,0,0.0,0,0
646756,2017,4,0,0,0,0,0.0,0,0
653081,2017,4,0,0,0,0,0.0,0,0
653081,2017,4,0,0,0,0,0.0,0,0
678205,2017,4,0,0,0,0,0.0,0,0
678205,2017,4,0,0,0,0,0.0,0,0
678205,2017,4,0,0,0,0,0.0,0,0
684123,2017,4,0,0,0,0,0.0,0,0
684123,2017,4,0,0,0,0,0.0,0,0
687951,2017,4,0,0,0,0,0.0,0,0
687951,2017,4,0,0,0,0,0.0,0,0
693926,2017,4,0,0,0,0,0.0,0,0
693926,2017,4,0,0,0,0,0.0,0,0
702482,2017,4,0,0,0,0,0.0,0,0
702482,2017,4,0,0,0,0,0.0,0,0
710003,2017,4,0,0,0,0,0.0,0,0
710003,2017,4,0,0,0,0,0.0,0,0
719633,2017,4,0,0,0,0,0.0,0,0
719633,2017,4,0,0,0,0,0.0,0,0
727507,2017,4,0,0,0,0,0.0,0,0
727507,2017,4,0,0,0,0,0.0,0,0
732304,2017,4,0,0,0,0,0.0,0,0
732304,2017,4,0,0,0,0,0.0,0,0
741848,2017,4,0,0,0,0,0.0,0,0
741848,2017,4,0,0,0,0,0.0,0,0
746226,2017,4,0,0,0,0,0.0,0,0
746226,2017,4,0,0,0,0,0.0,0,0
750578,2017,4,0,0,0,0,0.0,0,0
750578,2017,4,0,0,0,0,0.0,0,0
762990,2017,4,0,0,0,0,0.0,0,0
762990,2017,4,0,0,0,0,0.0,0,0
773857,2017,4,0,0,0,0,0.0,0,0
773857,2017,4,0,0,0,0,0.0,0,0
774168,2017,4,0,0,0,0,0.0,0,0
774168,2017,4,0,0,0,0,0.0,0,0
775768,2017,4,0,0,0,0,0.0,0,0
775768,2017,4,0,0,0,0,0.0,0,0
776466,2017,4,0,0,0,0,0.0,0,0
776466,2017,4,0,0,0,0,0.0,0,0
783165,2017,4,0,0,0,0,0.0,0,0
783165,2017,4,0,0,0,0,0.0,0,0
790940,2017,4,0,0,0,0,0.0,0,0
790940,2017,4,0,0,0,0,0.0,0,0
819842,2017,4,0,0,0,0,0.0,0,0
819842,2017,4,0,0,0,0,0.0,0,0
825593,2017,4,0,0,0,0,0.0,0,0
825593,2017,4,0,0,0,0,0.0,0,0
831341,2017,4,0,0,0,0,0.0,0,0
831341,2017,4,0,0,0,0,0.0,0,0
841296,2017,4,0,0,0,0,0.0,0,0
841296,2017,4,0,0,0,0,0.0,0,0
849813,2017,4,0,0,0,0,0.0,0,0
849813,2017,4,0,0,0,0,0.0,0,0
869265,2017,4,0,0,0,0,0.0,0,0
869265,2017,4,0,0,0,0,0.0,0,0
874780,2017,4,0,0,0,0,0.0,0,0
874780,2017,4,0,0,0,0,0.0,0,0
886803,2017,4,0,0,0,0,0.0,0,0
886803,2017,4,0,0,0,0,0.0,0,0
890361,2017,4,0,0,0,0,0.0,0,0
890361,2017,4,0,0,0,0,0.0,0,0
903359,2017,4,0,0,0,0,0.0,0,0
903359,2017,4,0,0,0,0,0.0,0,0
920175,2017,4,0,0,0,0,0.0,0,0
920175,2017,4,0,0,0,0,0.0,0,0
949628,2017,4,0,0,0,0,0.0,0,0
949628,2017,4,0,0,0,0,0.0,0,0
950304,2017,4,0,0,0,0,0.0,0,0
950304,2017,4,0,0,0,0,0.0,0,0
950980,2017,4,0,0,0,0,0.0,0,0
950980,2017,4,0,0,0,0,0.0,0,0
951353,2017,4,0,0,0,0,0.0,0,0
951353,2017,4,0,0,0,0,0.0,0,0
958491,2017,4,0,0,0,0,0.0,0,0
958491,2017,4,0,0,0,0,0.0,0,0
960050,2017,4,0,0,0,0,0.0,0,0
960050,2017,4,0,0,0,0,0.0,0,0
971370,2017,4,0,0,0,0,0.0,0,0
971370,2017,4,0,0,0,0,0.0,0,0
979115,2017,4,0,0,0,0,0.0,0,0
979115,2017,4,0,0,0,0,0.0,0,0
981508,2017,4,0,0,0,0,0.0,0,0
981508,2017,4,0,0,0,0,0.0,0,0
989528,2017,4,0,0,0,0,0.0,0,0
989528,2017,4,0,0,0,0,0.0,0,0
990512,2017,4,0,0,0,0,0.0,0,0
990512,2017,4,0,0,0,0,0.0,0,0
126100,2017,5,0,0,0,0,0.0,0,0
126100,2017,5,0,0,0,0,0.0,0,0
130331,2017,5,0,0,0,0,0.0,0,0
130331,2017,5,0,0,0,0,0.0,0,0
156031,2017,5,0,0,0,0,0.0,0,0
156031,2017,5,0,0,0,0,0.0,0,0
198499,2017,5,0,0,0,0,0.0,0,0
198499,2017,5,0,0,0,0,0.0,0,0
208241,2017,5,0,0,0,0,0.0,0,0
208241,2017,5,0,0,0,0,0.0,0,0
224676,2017,5,0,0,0,0,0.0,0,0
224676,2017,5,0,0,0,0,0.0,0,0
243741,2017,5,0,0,0,0,0.0,0,0
243741,2017,5,0,0,0,0,0.0,0,0
255475,2017,5,0,0,0,0,0.0,0,0
255475,2017,5,0,0,0,0,0.0,0,0
263267,2017,5,0,0,0,0,0.0,0,0
263267,2017,5,0,0,0,0,0.0,0,0
278854,2017,5,0,0,0,0,0.0,0,0
278854,2017,5,0,0,0,0,0.0,0,0
304600,2017,5,0,0,0,0,0.0,0,0
304600,2017,5,0,0,0,0,0.0,0,0
308480,2017,5,0,0,0,0,0.0,0,0
308480,2017,5,0,0,0,0,0.0,0,0
322169,2017,5,0,0,0,0,0.0,0,0
322169,2017,5,0,0,0,0,0.0,0,0
342569,2017,5,0,0,0,0,0.0,0,0
342569,2017,5,0,0,0,0,0.0,0,0
351615,2017,5,0,0,0,0,0.0,0,0
351615,2017,5,0,0,0,0,0.0,0,0
351937,2017,5,0,0,0,0,0.0,0,0
351937,2017,5,0,0,0,0,0.0,0,0
354438,2017,5,0,0,0,0,0.0,0,0
354438,2017,5,0,0,0,0,0.0,0,0
357901,2017,5,0,0,0,0,0.0,0,0
357901,2017,5,0,0,0,0,0.0,0,0
361680,2017,5,0,0,0,0,0.0,0,0
361680,2017,5,0,0,0,0,0.0,0,0
369638,2017,5,0,0,0,0,0.0,0,0
369638,2017,5,0,0,0,0,0.0,0,0
373638,2017,5,0,0,0,0,0.0,0,0
373638,2017,5,0,0,0,0,0.0,0,0
402697,2017,5,0,0,0,0,0.0,0,0
402697,2017,5,0,0,0,0,0.0,0,0
403529,2017,5,0,0,0,0,0.0,0,0
403529,2017,5,0,0,0,0,0.0,0,0
407404,2017,5,0,0,0,0,0.0,0,0
407404,2017,5,0,0,0,0,0.0,0,0
411030,2017,5,0,0,0,0,0.0,0,0
411030,2017,5,0,0,0,0,0.0,0,0
455758,2017,5,0,0,0,0,0.0,0,0
455758,2017,5,0,0,0,0,0.0,0,0
460272,2017,5,0,0,0,0,0.0,0,0
460272,2017,5,0,0,0,0,0.0,0,0
464256,2017,5,0,0,0,0,0.0,0,0
464256,2017,5,0,0,0,0,0.0,0,0
467894,2017,5,0,0,0,0,0.0,0,0
467894,2017,5,0,0,0,0,0.0,0,0
470998,2017,5,0,0,0,0,0.0,0,0
470998,2017,5,0,0,0,0,0.0,0,0
474305,2017,5,0,0,0,0,0.0,0,0
474305,2017,5,0,0,0,0,0.0,0,0
486860,2017,5,0,0,0,0,0.0,0,0
486860,2017,5,0,0,0,0,0.0,0,0
488224,2017,5,0,0,0,0,0.0,0,0
488224,2017,5,0,0,0,0,0.0,0,0
497476,2017,5,0,0,0,0,0.0,0,0
497476,2017,5,0,0,0,0,0.0,0,0
536021,2017,5,0,0,0,0,0.0,0,0
536021,2017,5,0,0,0,0,0.0,0,0
546259,2017,5,0,0,0,0,0.0,0,0
546259,2017,5,0,0,0,0,0.0,0,0
547522,2017,5,0,0,0,0,0.0,0,0
547522,2017,5,0,0,0,0,0.0,0,0
577232,2017,5,0,0,0,0,0.0,0,0
577232,2017,5,0,0,0,0,0.0,0,0
584782,2017,5,0,0,0,0,0.0,0,0
584782,2017,5,0,0,0,0,0.0,0,0
584833,2017,5,0,0,0,0,0.0,0,0
584833,2017,5,0,0,0,0,0.0,0,0
593252,2017,5,0,0,0,0,0.0,0,0
593252,2017,5,0,0,0,0,0.0,0,0
622975,2017,5,0,0,0,0,0.0,0,0
622975,2017,5,0,0,0,0,0.0,0,0
646756,2017,5,0,0,0,0,0.0,0,0
646756,2017,5,0,0,0,0,0.0,0,0
653081,2017,5,0,0,0,0,0.0,0,0
653081,2017,5,0,0,0,0,0.0,0,0
678205,2017,5,0,0,0,0,0.0,0,0
678205,2017,5,0,0,0,0,0.0,0,0
678205,2017,5,0,0,0,0,0.0,0,0
687951,2017,5,0,0,0,0,0.0,0,0
687951,2017,5,0,0,0,0,0.0,0,0
693926,2017,5,0,0,0,0,0.0,0,0
693926,2017,5,0,0,0,0,0.0,0,0
702482,2017,5,0,0,0,0,0.0,0,0
702482,2017,5,0,0,0,0,0.0,0,0
710003,2017,5,0,0,0,0,0.0,0,0
710003,2017,5,0,0,0,0,0.0,0,0
719633,2017,5,0,0,0,0,0.0,0,0
719633,2017,5,0,0,0,0,0.0,0,0
727507,2017,5,0,0,0,0,0.0,0,0
727507,2017,5,0,0,0,0,0.0,0,0
732304,2017,5,0,0,0,0,0.0,0,0
732304,2017,5,0,0,0,0,0.0,0,0
741848,2017,5,0,0,0,0,0.0,0,0
741848,2017,5,0,0,0,0,0.0,0,0
746226,2017,5,0,0,0,0,0.0,0,0
746226,2017,5,0,0,0,0,0.0,0,0
750578,2017,5,0,0,0,0,0.0,0,0
750578,2017,5,0,0,0,0,0.0,0,0
762990,2017,5,0,0,0,0,0.0,0,0
762990,2017,5,0,0,0,0,0.0,0,0
773857,2017,5,0,0,0,0,0.0,0,0
773857,2017,5,0,0,0,0,0.0,0,0
774168,2017,5,0,0,0,0,0.0,0,0
774168,2017,5,0,0,0,0,0.0,0,0
776466,2017,5,0,0,0,0,0.0,0,0
776466,2017,5,0,0,0,0,0.0,0,0
783165,2017,5,0,0,0,0,0.0,0,0
783165,2017,5,0,0,0,0,0.0,0,0
790940,2017,5,0,0,0,0,0.0,0,0
790940,2017,5,0,0,0,0,0.0,0,0
819842,2017,5,0,0,0,0,0.0,0,0
819842,2017,5,0,0,0,0,0.0,0,0
825593,2017,5,0,0,0,0,0.0,0,0
825593,2017,5,0,0,0,0,0.0,0,0
831341,2017,5,0,0,0,0,0.0,0,0
831341,2017,5,0,0,0,0,0.0,0,0
841296,2017,5,0,0,0,0,0.0,0,0
841296,2017,5,0,0,0,0,0.0,0,0
849813,2017,5,0,0,0,0,0.0,0,0
849813,2017,5,0,0,0,0,0.0,0,0
874780,2017,5,0,0,0,0,0.0,0,0
874780,2017,5,0,0,0,0,0.0,0,0
886803,2017,5,0,0,0,0,0.0,0,0
886803,2017,5,0,0,0,0,0.0,0,0
890361,2017,5,0,0,0,0,0.0,0,0
890361,2017,5,0,0,0,0,0.0,0,0
903359,2017,5,0,0,0,0,0.0,0,0
903359,2017,5,0,0,0,0,0.0,0,0
949628,2017,5,0,0,0,0,0.0,0,0
949628,2017,5,0,0,0,0,0.0,0,0
950304,2017,5,0,0,0,0,0.0,0,0
950304,2017,5,0,0,0,0,0.0,0,0
950980,2017,5,0,0,0,0,0.0,0,0
950980,2017,5,0,0,0,0,0.0,0,0
951353,2017,5,0,0,0,0,0.0,0,0
951353,2017,5,0,0,0,0,0.0,0,0
958491,2017,5,0,0,0,0,0.0,0,0
958491,2017,5,0,0,0,0,0.0,0,0
960050,2017,5,0,0,0,0,0.0,0,0
960050,2017,5,0,0,0,0,0.0,0,0
979115,2017,5,0,0,0,0,0.0,0,0
979115,2017,5,0,0,0,0,0.0,0,0
981508,2017,5,0,0,0,0,0.0,0,0
981508,2017,5,0,0,0,0,0.0,0,0
989528,2017,5,0,0,0,0,0.0,0,0
989528,2017,5,0,0,0,0,0.0,0,0
990512,2017,5,0,0,0,0,0.0,0,0
990512,2017,5,0,0,0,0,0.0,0,0
126100,2017,6,0,0,0,0,0.0,0,0
126100,2017,6,0,0,0,0,0.0,0,0
130331,2017,6,0,0,0,0,0.0,0,0
130331,2017,6,0,0,0,0,0.0,0,0
156031,2017,6,0,0,0,0,0.0,0,0
156031,2017,6,0,0,0,0,0.0,0,0
208241,2017,6,0,0,0,0,0.0,0,0
208241,2017,6,0,0,0,0,0.0,0,0
224676,2017,6,0,0,0,0,0.0,0,0
224676,2017,6,0,0,0,0,0.0,0,0
263267,2017,6,0,0,0,0,0.0,0,0
263267,2017,6,0,0,0,0,0.0,0,0
279419,2017,6,0,0,0,0,0.0,0,0
279419,2017,6,0,0,0,0,0.0,0,0
304600,2017,6,0,0,0,0,0.0,0,0
304600,2017,6,0,0,0,0,0.0,0,0
308480,2017,6,0,0,0,0,0.0,0,0
308480,2017,6,0,0,0,0,0.0,0,0
342569,2017,6,0,0,0,0,0.0,0,0
342569,2017,6,0,0,0,0,0.0,0,0
351937,2017,6,0,0,0,0,0.0,0,0
351937,2017,6,0,0,0,0,0.0,0,0
354438,2017,6,0,0,0,0,0.0,0,0
354438,2017,6,0,0,0,0,0.0,0,0
357901,2017,6,0,0,0,0,0.0,0,0
357901,2017,6,0,0,0,0,0.0,0,0
361680,2017,6,0,0,0,0,0.0,0,0
361680,2017,6,0,0,0,0,0.0,0,0
369638,2017,6,0,0,0,0,0.0,0,0
369638,2017,6,0,0,0,0,0.0,0,0
373638,2017,6,0,0,0,0,0.0,0,0
373638,2017,6,0,0,0,0,0.0,0,0
402697,2017,6,0,0,0,0,0.0,0,0
402697,2017,6,0,0,0,0,0.0,0,0
403529,2017,6,0,0,0,0,0.0,0,0
403529,2017,6,0,0,0,0,0.0,0,0
407404,2017,6,0,0,0,0,0.0,0,0
407404,2017,6,0,0,0,0,0.0,0,0
411030,2017,6,0,0,0,0,0.0,0,0
411030,2017,6,0,0,0,0,0.0,0,0
455758,2017,6,0,0,0,0,0.0,0,0
455758,2017,6,0,0,0,0,0.0,0,0
460272,2017,6,0,0,0,0,0.0,0,0
460272,2017,6,0,0,0,0,0.0,0,0
464256,2017,6,0,0,0,0,0.0,0,0
464256,2017,6,0,0,0,0,0.0,0,0
465260,2017,6,0,0,0,0,0.0,0,0
465260,2017,6,0,0,0,0,0.0,0,0
467894,2017,6,0,0,0,0,0.0,0,0
467894,2017,6,0,0,0,0,0.0,0,0
470998,2017,6,0,0,0,0,0.0,0,0
470998,2017,6,0,0,0,0,0.0,0,0
474305,2017,6,0,0,0,0,0.0,0,0
474305,2017,6,0,0,0,0,0.0,0,0
486860,2017,6,0,0,0,0,0.0,0,0
486860,2017,6,0,0,0,0,0.0,0,0
488224,2017,6,0,0,0,0,0.0,0,0
488224,2017,6,0,0,0,0,0.0,0,0
497476,2017,6,0,0,0,0,0.0,0,0
497476,2017,6,0,0,0,0,0.0,0,0
536021,2017,6,0,0,0,0,0.0,0,0
536021,2017,6,0,0,0,0,0.0,0,0
546259,2017,6,0,0,0,0,0.0,0,0
546259,2017,6,0,0,0,0,0.0,0,0
547522,2017,6,0,0,0,0,0.0,0,0
547522,2017,6,0,0,0,0,0.0,0,0
577232,2017,6,0,0,0,0,0.0,0,0
577232,2017,6,0,0,0,0,0.0,0,0
584782,2017,6,0,0,0,0,0.0,0,0
584782,2017,6,0,0,0,0,0.0,0,0
584833,2017,6,0,0,0,0,0.0,0,0
584833,2017,6,0,0,0,0,0.0,0,0
585756,2017,6,0,0,0,0,0.0,0,0
585756,2017,6,0,0,0,0,0.0,0,0
593252,2017,6,0,0,0,0,0.0,0,0
593252,2017,6,0,0,0,0,0.0,0,0
615439,2017,6,0,0,0,0,0.0,0,0
615439,2017,6,0,0,0,0,0.0,0,0
622975,2017,6,0,0,0,0,0.0,0,0
622975,2017,6,0,0,0,0,0.0,0,0
646756,2017,6,0,0,0,0,0.0,0,0
646756,2017,6,0,0,0,0,0.0,0,0
653081,2017,6,0,0,0,0,0.0,0,0
653081,2017,6,0,0,0,0,0.0,0,0
678205,2017,6,0,0,0,0,0.0,0,0
678205,2017,6,0,0,0,0,0.0,0,0
678205,2017,6,0,0,0,0,0.0,0,0
687951,2017,6,0,0,0,0,0.0,0,0
687951,2017,6,0,0,0,0,0.0,0,0
693926,2017,6,0,0,0,0,0.0,0,0
693926,2017,6,0,0,0,0,0.0,0,0
702482,2017,6,0,0,0,0,0.0,0,0
702482,2017,6,0,0,0,0,0.0,0,0
710003,2017,6,0,0,0,0,0.0,0,0
710003,2017,6,0,0,0,0,0.0,0,0
719633,2017,6,0,0,0,0,0.0,0,0
719633,2017,6,0,0,0,0,0.0,0,0
727507,2017,6,0,0,0,0,0.0,0,0
727507,2017,6,0,0,0,0,0.0,0,0
732304,2017,6,0,0,0,0,0.0,0,0
732304,2017,6,0,0,0,0,0.0,0,0
741848,2017,6,0,0,0,0,0.0,0,0
741848,2017,6,0,0,0,0,0.0,0,0
746226,2017,6,0,0,0,0,0.0,0,0
746226,2017,6,0,0,0,0,0.0,0,0
750578,2017,6,0,0,0,0,0.0,0,0
750578,2017,6,0,0,0,0,0.0,0,0
762990,2017,6,0,0,0,0,0.0,0,0
762990,2017,6,0,0,0,0,0.0,0,0
773857,2017,6,0,0,0,0,0.0,0,0
773857,2017,6,0,0,0,0,0.0,0,0
774168,2017,6,0,0,0,0,0.0,0,0
774168,2017,6,0,0,0,0,0.0,0,0
776466,2017,6,0,0,0,0,0.0,0,0
776466,2017,6,0,0,0,0,0.0,0,0
783165,2017,6,0,0,0,0,0.0,0,0
783165,2017,6,0,0,0,0,0.0,0,0
790940,2017,6,0,0,0,0,0.0,0,0
790940,2017,6,0,0,0,0,0.0,0,0
819842,2017,6,0,0,0,0,0.0,0,0
819842,2017,6,0,0,0,0,0.0,0,0
825517,2017,6,0,0,0,0,0.0,0,0
825517,2017,6,0,0,0,0,0.0,0,0
831341,2017,6,0,0,0,0,0.0,0,0
831341,2017,6,0,0,0,0,0.0,0,0
841296,2017,6,0,0,0,0,0.0,0,0
841296,2017,6,0,0,0,0,0.0,0,0
849813,2017,6,0,0,0,0,0.0,0,0
849813,2017,6,0,0,0,0,0.0,0,0
874780,2017,6,0,0,0,0,0.0,0,0
874780,2017,6,0,0,0,0,0.0,0,0
886803,2017,6,0,0,0,0,0.0,0,0
886803,2017,6,0,0,0,0,0.0,0,0
890361,2017,6,0,0,0,0,0.0,0,0
890361,2017,6,0,0,0,0,0.0,0,0
949628,2017,6,0,0,0,0,0.0,0,0
949628,2017,6,0,0,0,0,0.0,0,0
950304,2017,6,0,0,0,0,0.0,0,0
950304,2017,6,0,0,0,0,0.0,0,0
950980,2017,6,0,0,0,0,0.0,0,0
950980,2017,6,0,0,0,0,0.0,0,0
951353,2017,6,0,0,0,0,0.0,0,0
951353,2017,6,0,0,0,0,0.0,0,0
958491,2017,6,0,0,0,0,0.0,0,0
958491,2017,6,0,0,0,0,0.0,0,0
960050,2017,6,0,0,0,0,0.0,0,0
960050,2017,6,0,0,0,0,0.0,0,0
972686,2017,6,0,0,0,0,0.0,0,0
972686,2017,6,0,0,0,0,0.0,0,0
979115,2017,6,0,0,0,0,0.0,0,0
979115,2017,6,0,0,0,0,0.0,0,0
981508,2017,6,0,0,0,0,0.0,0,0
981508,2017,6,0,0,0,0,0.0,0,0
989528,2017,6,0,0,0,0,0.0,0,0
989528,2017,6,0,0,0,0,0.0,0,0
990512,2017,6,0,0,0,0,0.0,0,0
990512,2017,6,0,0,0,0,0.0,0,0
992168,2017,6,0,0,0,0,0.0,0,0
992168,2017,6,0,0,0,0,0.0,0,0
101902,2017,7,0,0,0,0,0.0,0,0
101902,2017,7,0,0,0,0,0.0,0,0
126100,2017,7,0,0,0,0,0.0,0,0
126100,2017,7,0,0,0,0,0.0,0,0
130331,2017,7,0,0,0,0,0.0,0,0
130331,2017,7,0,0,0,0,0.0,0,0
135421,2017,7,0,0,0,0,0.0,0,0
135421,2017,7,0,0,0,0,0.0,0,0
156031,2017,7,0,0,0,0,0.0,0,0
156031,2017,7,0,0,0,0,0.0,0,0
208241,2017,7,0,0,0,0,0.0,0,0
208241,2017,7,0,0,0,0,0.0,0,0
224676,2017,7,0,0,0,0,0.0,0,0
224676,2017,7,0,0,0,0,0.0,0,0
263267,2017,7,0,0,0,0,0.0,0,0
263267,2017,7,0,0,0,0,0.0,0,0
308480,2017,7,0,0,0,0,0.0,0,0
308480,2017,7,0,0,0,0,0.0,0,0
309230,2017,7,0,0,0,0,0.0,0,0
309230,2017,7,0,0,0,0,0.0,0,0
323821,2017,7,0,0,0,0,0.0,0,0
323821,2017,7,0,0,0,0,0.0,0,0
342569,2017,7,0,0,0,0,0.0,0,0
342569,2017,7,0,0,0,0,0.0,0,0
342945,2017,7,0,0,0,0,0.0,0,0
342945,2017,7,0,0,0,0,0.0,0,0
351937,2017,7,0,0,0,0,0.0,0,0
